overall,raw_model_output,scaled_curve,shift_value,epsilon_added,raw_sum,adjusted_sum,metric
39,16.202682303874003,5.469841549425496,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
40,15.80787450259032,5.336558919117891,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
41,15.464204831337726,5.2205399407882735,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
42,15.166588154733056,5.120067930477676,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
43,14.90993933739315,5.033426204227135,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
44,14.689173243934842,4.9588980780776835,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
45,14.49920473897497,4.894766868070357,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
46,14.334948687130373,4.839315890246188,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
47,14.191319953017883,4.790828460646211,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
48,14.06323340125434,4.747587895311461,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
49,13.945603896456582,4.707877510282971,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
50,13.83334630324144,4.669980621601776,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
51,13.722225604779172,4.632467535678665,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
52,13.611407258453667,4.595056520403438,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
53,13.500906840202244,4.557752834035656,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
54,13.390739925962205,4.520561734834873,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
55,13.280922091670858,4.483488481060643,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
56,13.17146891326552,4.446538330972528,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
57,13.062395966683496,4.409716542830082,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
58,12.953718827862096,4.373028374892859,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
59,12.84545307273863,4.336479085420421,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
60,12.73761427725041,4.300073932672321,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
61,12.630218017334744,4.263818174908117,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
62,12.52327986892894,4.2277170703873646,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
63,12.41681540797031,4.191775877369621,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
64,12.310840210396163,4.1559998541144445,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
65,12.205369852143807,4.120394258881388,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
66,12.100419909150556,4.084964349930014,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
67,11.996005957353717,4.049715385519873,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
68,11.892143572690596,4.014652623910524,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
69,11.78884833109851,3.979781323361525,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
70,11.686135808514766,3.9451067421324324,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
71,11.584021580876668,3.9106341384827994,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
